freq,psd_x,psd_y,psd_z,psd_xyz
93.2,1.845e+04,2.857e+03,6.710e+03,2.802e+04
94.8,2.264e+04,2.840e+03,8.716e+03,3.420e+04
96.4,3.021e+04,3.286e+03,1.221e+04,4.571e+04
98.1,3.972e+04,4.035e+03,1.707e+04,6.082e+04
99.7,5.159e+04,4.966e+03,2.368e+04,8.024e+04
101.3,6.691e+04,6.856e+03,2.711e+04,1.009e+05
103.0,9.217e+04,1.062e+04,2.271e+04,1.255e+05
104.6,1.305e+05,1.395e+04,1.463e+04,1.591e+05
106.2,1.833e+05,1.689e+04,7.075e+03,2.073e+05
107.9,2.119e+05,1.875e+04,3.117e+03,2.338e+05
109.5,1.834e+05,1.776e+04,3.104e+03,2.042e+05
111.1,1.428e+05,1.534e+04,4.779e+03,1.629e+05
112.8,1.131e+05,1.117e+04,5.366e+03,1.296e+05
114.4,9.165e+04,7.977e+03,4.869e+03,1.045e+05
116.0,7.381e+04,7.040e+03,4.289e+03,8.514e+04
117.7,6.192e+04,7.865e+03,3.679e+03,7.346e+04
119.3,5.412e+04,8.933e+03,2.881e+03,6.593e+04
120.9,4.724e+04,1.038e+04,2.173e+03,5.979e+04
122.6,4.031e+04,1.325e+04,1.560e+03,5.512e+04
124.2,3.523e+04,1.870e+04,1.089e+03,5.501e+04
125.9,3.126e+04,2.836e+04,7.423e+02,6.036e+04
127.5,2.848e+04,4.480e+04,4.925e+02,7.378e+04
129.1,2.483e+04,7.030e+04,4.918e+02,9.562e+04
130.8,2.106e+04,1.005e+05,6.665e+02,1.222e+05
132.4,1.269e+04,7.953e+04,5.944e+02,9.281e+04
134.0,2.443e+03,1.391e+04,2.631e+02,1.661e+04
135.7,8.938e+02,3.141e+03,2.053e+02,4.240e+03
137.3,7.254e+02,2.890e+03,1.951e+02,3.811e+03
138.9,6.161e+02,2.896e+03,1.955e+02,3.708e+03
140.6,5.975e+02,2.826e+03,1.919e+02,3.615e+03
142.2,5.904e+02,2.730e+03,2.101e+02,3.531e+03
143.8,8.400e+02,3.201e+03,2.417e+02,4.283e+03
145.5,1.140e+03,3.714e+03,2.687e+02,5.123e+03
147.1,1.319e+03,4.057e+03,2.905e+02,5.666e+03
148.7,1.377e+03,4.724e+03,3.009e+02,6.401e+03
150.4,1.312e+03,4.873e+03,3.291e+02,6.514e+03
152.0,1.200e+03,4.544e+03,3.525e+02,6.096e+03
153.6,1.182e+03,4.368e+03,3.723e+02,5.923e+03
155.3,1.208e+03,4.311e+03,3.469e+02,5.866e+03
156.9,1.164e+03,4.178e+03,3.461e+02,5.688e+03
158.5,1.084e+03,3.946e+03,3.598e+02,5.390e+03
160.2,9.939e+02,3.843e+03,3.332e+02,5.170e+03
161.8,8.241e+02,3.856e+03,3.194e+02,4.999e+03
163.4,7.198e+02,3.642e+03,3.142e+02,4.676e+03
165.1,6.230e+02,3.159e+03,3.221e+02,4.105e+03
166.7,6.183e+02,2.785e+03,3.188e+02,3.722e+03
168.3,6.245e+02,2.595e+03,3.037e+02,3.524e+03
170.0,5.748e+02,2.847e+03,2.930e+02,3.714e+03
171.6,4.429e+02,2.901e+03,2.807e+02,3.625e+03
173.3,3.526e+02,2.862e+03,2.666e+02,3.481e+03
174.9,3.659e+02,3.429e+03,2.840e+02,4.079e+03
176.5,4.109e+02,3.868e+03,3.433e+02,4.622e+03
178.2,4.518e+02,4.302e+03,4.076e+02,5.161e+03
179.8,5.104e+02,4.777e+03,4.828e+02,5.770e+03
181.4,5.188e+02,5.183e+03,5.625e+02,6.264e+03
183.1,5.357e+02,5.698e+03,6.745e+02,6.909e+03
184.7,5.425e+02,5.714e+03,7.275e+02,6.984e+03
186.3,5.353e+02,5.852e+03,7.650e+02,7.153e+03
188.0,5.722e+02,6.468e+03,8.990e+02,7.939e+03
189.6,5.796e+02,6.795e+03,1.022e+03,8.397e+03
191.2,5.294e+02,6.510e+03,1.128e+03,8.168e+03
192.9,5.825e+02,6.478e+03,1.257e+03,8.317e+03
194.5,6.185e+02,6.605e+03,1.439e+03,8.663e+03
196.1,6.317e+02,6.330e+03,1.592e+03,8.554e+03
197.8,6.373e+02,5.653e+03,1.569e+03,7.860e+03
199.4,6.266e+02,4.989e+03,1.510e+03,7.125e+03
