freq,psd_x,psd_y,psd_z,psd_xyz
152.0,9.897e+03,3.155e+02,1.836e+02,1.040e+04
153.6,9.028e+03,3.895e+02,1.714e+02,9.589e+03
155.3,8.171e+03,8.035e+02,1.723e+02,9.147e+03
156.9,7.583e+03,1.269e+03,2.082e+02,9.060e+03
158.5,7.092e+03,1.427e+03,2.024e+02,8.721e+03
160.2,6.544e+03,1.374e+03,1.948e+02,8.112e+03
161.8,5.710e+03,1.134e+03,1.997e+02,7.044e+03
163.5,4.630e+03,9.059e+02,2.086e+02,5.745e+03
165.1,3.931e+03,8.474e+02,2.223e+02,5.001e+03
166.7,3.733e+03,9.697e+02,2.249e+02,4.928e+03
168.4,3.930e+03,1.190e+03,2.228e+02,5.343e+03
170.0,4.626e+03,1.306e+03,2.443e+02,6.176e+03
171.6,6.141e+03,1.447e+03,2.358e+02,7.824e+03
173.3,7.648e+03,1.449e+03,2.236e+02,9.321e+03
174.9,7.366e+03,1.179e+03,2.314e+02,8.776e+03
176.5,6.901e+03,1.050e+03,2.555e+02,8.207e+03
178.2,6.496e+03,1.278e+03,2.899e+02,8.064e+03
179.8,6.149e+03,1.386e+03,3.072e+02,7.842e+03
181.4,5.814e+03,1.401e+03,3.408e+02,7.556e+03
183.1,5.811e+03,1.633e+03,4.529e+02,7.897e+03
184.7,5.632e+03,1.921e+03,5.202e+02,8.073e+03
186.3,5.434e+03,1.936e+03,5.491e+02,7.919e+03
188.0,5.312e+03,1.528e+03,5.218e+02,7.361e+03
189.6,5.054e+03,1.170e+03,4.559e+02,6.680e+03
191.2,4.602e+03,7.880e+02,4.059e+02,5.795e+03
192.9,4.263e+03,6.049e+02,3.578e+02,5.226e+03
194.5,4.153e+03,4.299e+02,2.994e+02,4.883e+03
196.1,3.958e+03,3.843e+02,2.880e+02,4.630e+03
197.8,3.636e+03,3.885e+02,2.763e+02,4.301e+03
199.4,3.545e+03,4.009e+02,2.603e+02,4.206e+03
